COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"ARS,AVL,WBA",1.4,1.5,1.5,1.4,2,1.5,1.5,1.4,1.5,1.5,15.2,1.52,0.1751190072,0.2661808909
"CRY,EVE,TOT",1.9,1,1.4,1.5,1.4,1.4,1.4,1.4,1.5,1.4,14.3,1.43,0.2162817093,0.3092828443
"AVL,CRY,SOU",1.4,1.5,1.5,0.9,1.4,1.4,1.9,1.4,1.5,1.4,14.3,1.43,0.2406010991,0.3440595717
"ARS,CRY,EVE",1.4,1,1.5,1.4,1.4,1.4,2,1.4,1.5,1.4,14.4,1.44,0.2412928143,0.3474616526
"ARS,AVL,LEI",1.3,1.5,1.5,1.4,1.3,1.5,1.8,1.4,1.5,0.8,14,1.4,0.2538591035,0.3554027449
"CRY,EVE,LIV",1.3,1,1.5,1.5,1.4,1.3,2,1.4,1.5,1.4,14.3,1.43,0.2496664441,0.3570230151
"CRY,EVE,LEI",1.3,1,1.5,1.5,1.3,1.4,1.8,1.4,1.5,0.8,13.5,1.35,0.2798809271,0.3778392515
"CRY,EVE,SOU",1.4,1,1.5,0.9,1.4,1.4,1.9,1.4,1.5,1.4,13.8,1.38,0.2740640639,0.3782084082
"BHA,EVE,TOT",1.9,1,1.4,1.5,1.4,0.9,1.4,1.4,1.5,1.5,13.9,1.39,0.2766867463,0.3845945773
"AVL,SOU,WBA",1.4,1.5,1.5,0.9,2,1.5,1.5,1.4,1.5,1.5,14.7,1.47,0.2626785107,0.3861374108
"ARS,CRY,NEW",1.4,1.5,1.9,1.4,1.4,1.4,2,1.4,1.9,1.4,15.7,1.57,0.2540778533,0.3989022297
"CRY,EVE,WHU",1.5,1,1.5,1.5,1.4,1.4,2,1,1.5,1.4,14.2,1.42,0.282055944,0.4005194405
"AVL,LEI,SOU",1.3,1.5,1.5,0.9,1.3,1.5,1.8,1.4,1.5,0.8,13.5,1.35,0.2990726407,0.403748065
"AVL,CHE,LEI",1.3,1.5,1.3,0.8,1.3,1.5,1.8,1.3,1.5,0.8,13.1,1.31,0.3107338983,0.4070614068
"ARS,BHA,EVE",1.4,1,1.5,1.4,1.4,0.9,2,1.4,1.5,1.5,14,1.4,0.298142397,0.4173993558
"CRY,EVE,WOL",1.8,1,1.5,0.8,1.4,1.3,0.8,1.4,1.5,1.4,12.9,1.29,0.3247221034,0.4188915134
"AVL,CRY,WOL",1.8,1.5,1.5,0.8,1.4,1.3,0.8,1.4,1.5,1.4,13.4,1.34,0.3134042473,0.4199616914
"AVL,SHU,SOU",1.4,1.5,1.3,0.9,0.8,1.5,1.9,1.4,1.5,1.3,13.5,1.35,0.313581462,0.4233349738
"ARS,EVE,FUL",1.4,1,1.5,1.4,2,1,1,1.4,1.5,1.5,13.7,1.37,0.3093002856,0.4237413913
"BHA,EVE,SOU",1.4,1,1.5,0.9,1.4,0.9,1.9,1.4,1.5,1.5,13.4,1.34,0.3169297153,0.4246858185
"ARS,EVE,WOL",1.4,1,1.5,0.8,1.8,1.3,0.8,1.4,1.5,1.5,13,1.3,0.3299831646,0.4289781139
"EVE,SOU,WOL",1.4,1,1.5,0.8,1.8,1.3,0.8,1.4,1.5,1.5,13,1.3,0.3299831646,0.4289781139
"EVE,WHU,WOL",1.5,1,1.5,0.8,1.8,1.3,0.8,1,1.5,1.5,12.7,1.27,0.3465704995,0.4401445343
"CHE,FUL,LEI",1.3,1.8,1.3,0.8,1.3,1,1,1.3,1.8,0.8,12.4,1.24,0.3565264522,0.4420928007
"ARS,EVE,WBA",1.4,1,1.5,1.4,2,2,1.5,1.4,1.5,1.5,15.2,1.52,0.2936362073,0.4463270351
"AVL,WHU,WOL",1.5,1.5,1.5,0.8,1.8,1.3,0.8,1,1.5,1.5,13.2,1.32,0.339280284,0.4478499749
"EVE,FUL,SOU",1.4,1,1.5,0.9,2,1,1,1.4,1.5,1.5,13.2,1.32,0.3425395354,0.4521521868
"BHA,EVE,WHU",1.5,1,1.5,1.5,1.4,0.9,2,1,1.5,1.5,13.8,1.38,0.3293090409,0.4544464765
"EVE,FUL,WHU",1.5,1,1.5,1.5,2,1,1,1,1.5,1.5,13.5,1.35,0.3374742789,0.4555902765
"ARS,FUL,SHU",1.4,1.8,1.3,1.4,0.8,1,1,1.4,1.9,1.3,13.3,1.33,0.3433495142,0.4566548539
"CHE,LEI,WOL",1.3,1.8,1.3,0.8,1.3,1.3,0.8,1.3,1.8,0.8,12.5,1.25,0.3689323937,0.4611654921
"ARS,CRY,FUL",1.4,2,1.5,1.4,1.4,1,1,1.4,1.9,1.4,14.4,1.44,0.3204163958,0.4613996099
"ARS,FUL,LEI",1.3,1.8,1.5,1.4,1.3,1,1,1.4,1.9,0.8,13.4,1.34,0.3470510689,0.4650484324
"AVL,CHE,WBA",1.8,1.5,1.3,0.8,2,1.5,1.5,1.3,1.5,1.5,14.7,1.47,0.3164033993,0.465112997
"ARS,FUL,NEW",1.4,1.5,1.5,1.4,2,1,1,1.4,1.9,1.5,14.6,1.46,0.3204163958,0.4678079378
"EVE,LEE,LEI",1.3,0.8,1.5,1.5,1.3,1.8,1.8,1.3,1.5,0.8,13.6,1.36,0.3470510689,0.4719894537
"CHE,EVE,WOL",1.8,1,1.3,0.8,1.8,1.3,0.8,1.3,1.5,1.5,13.1,1.31,0.3604010112,0.4721253247
"CHE,CRY,EVE",1.8,1,1.3,0.8,1.4,1.4,2,1.3,1.5,1.4,13.9,1.39,0.3446415207,0.4790517137
"EVE,TOT,WOL",1.8,1,1.4,0.8,1.8,1.3,0.8,1.4,1.5,1.5,13.3,1.33,0.3622460797,0.4817872859
"EVE,LIV,TOT",1.3,1,1.4,1.5,2.3,1.3,1.4,1.4,1.5,1.5,14.6,1.46,0.3306559138,0.4827576342
"EVE,LEI,SOU",1.3,1,1.5,0.9,1.3,1.9,1.8,1.4,1.5,0.8,13.4,1.34,0.3627058802,0.4860258795
"BHA,LIV,TOT",1.3,1.9,1.4,1.8,1.4,0.9,1.4,1.4,1.9,1.8,15.2,1.52,0.3224903099,0.4901852711
"BUR,EVE,LIV",1.3,1,1.5,1.5,1.4,1.3,2,1.9,0.9,1.5,14.3,1.43,0.3433495142,0.4909898053
"AVL,LIV,TOT",1.3,1.5,1.4,1.8,2.3,1.3,1.4,1.4,1.5,1.8,15.7,1.57,0.3128720008,0.4912090413
"EVE,SOU,WBA",1.4,1,1.5,0.9,2,1.9,1.5,1.4,1.5,1.5,14.6,1.46,0.3373096171,0.4924720409
"BHA,EVE,LEI",1.3,1,1.5,1.5,1.3,0.9,1.8,1.9,1.5,0.8,13.5,1.35,0.3659083067,0.493976214
"BHA,EVE,LIV",1.3,1,1.5,1.5,1.4,0.9,2,1.9,1.5,1.5,14.5,1.45,0.340750805,0.4940886673
"EVE,TOT,WBA",1.9,1,1.4,1.5,2,2,1.4,1.4,1.5,1.5,15.6,1.56,0.3169297153,0.4944103559
"CHE,CRY,NEW",1.8,1.5,1.3,0.8,1.4,1.4,2,1.3,1.8,1.4,14.7,1.47,0.3368151488,0.4951182687
"CHE,LEI,LIV",1.3,1.8,1.3,0.8,1.3,1.3,1.8,1.3,1.8,0.8,13.5,1.35,0.3689323937,0.4980587315
"BUR,EVE,SOU",1.4,1,1.5,0.9,1.4,1.9,1.9,1.4,0.9,1.5,13.8,1.38,0.3614784456,0.498840255
"CRY,MUN,WOL",1.8,0.8,1.8,0.8,1.4,1.3,0.8,1.4,0.8,1.4,12.3,1.23,0.405654478,0.498955008
"FUL,SHU,SOU",1.4,1.8,1.3,0.9,0.8,1,1,1.4,2,1.3,12.9,1.29,0.3871548642,0.4994297748
"BHA,NEW,TOT",1.9,1.5,1.4,2,1.4,0.9,1.4,1.4,1.9,1.5,15.3,1.53,0.3267686916,0.4999560981
"EVE,WBA,WHU",1.5,1,1.5,1.5,2,2,1.5,1,1.5,1.5,15,1.5,0.3333333333,0.5
"EVE,FUL,TOT",1.9,1,1.4,1.5,2,1,1,1.4,1.5,1.5,14.2,1.42,0.3521363372,0.5000335989
"ARS,SHU,WOL",1.4,1.8,1.3,0.8,0.8,1.3,0.8,1.4,1.9,1.3,12.8,1.28,0.391010088,0.5004929126
"CHE,CRY,LEI",1.3,1.8,1.3,0.8,1.3,1.4,1.8,1.3,1.8,0.8,13.6,1.36,0.3687817783,0.5015432185
"EVE,SHU,SOU",1.4,1,1.3,0.9,0.8,1.9,1.9,1.4,1.5,1.3,13.4,1.34,0.3747591819,0.5021773038
"CRY,MUN,SOU",1.4,0.8,1.8,0.9,1.4,1.4,1.9,1.4,0.8,1.4,13.2,1.32,0.382390144,0.5047549901
"LIV,MUN,TOT",1.3,0.8,1.4,1.8,1.8,1.3,1.4,1.4,0.8,1.8,13.8,1.38,0.3675746334,0.5072529941
"MUN,WHU,WOL",1.5,0.8,1.8,0.8,1.8,1.3,0.8,1,0.8,1.5,12.1,1.21,0.4201851444,0.5084240247
"CHE,EVE,FUL",1.8,1,1.3,0.8,2,1,1,1.3,1.5,1.5,13.2,1.32,0.3852848874,0.5085760513
"FUL,LEI,SOU",1.3,1.8,1.5,0.9,1.3,1,1,1.4,2,0.8,13,1.3,0.3915780041,0.5090514054
"EVE,LEE,WOL",1.8,0.8,1.5,0.8,1.8,1.3,0.8,1.3,1.5,1.5,13.1,1.31,0.3900142448,0.5109186606
"CHE,FUL,SHU",1.8,1.8,1.3,0.8,0.8,1,1,1.3,1.8,1.3,12.9,1.29,0.3984692934,0.5140253885
"BHA,CHE,EVE",1.8,1,1.3,0.8,1.4,0.9,2,1.3,1.5,1.5,13.5,1.35,0.3807886553,0.5140646846
"ARS,SHU,WBA",1.4,1.8,1.3,1.4,0.8,2,1.5,1.4,1.9,1.3,14.8,1.48,0.3489667288,0.5164707586
"BUR,EVE,WOL",1.8,1,1.5,0.8,1.4,1.3,0.8,1.9,0.9,1.5,12.9,1.29,0.401248053,0.5176099883
"CHE,NEW,WOL",1.8,1.5,1.3,0.8,1.8,1.3,0.8,1.3,1.8,1.5,13.9,1.39,0.3725288952,0.5178151644
"BHA,CHE,LEI",1.3,1.8,1.3,0.8,1.3,0.9,1.8,1.3,1.8,0.8,13.1,1.31,0.3956710194,0.5183290354
"BHA,CHE,WBA",1.8,1.9,1.3,0.8,1.4,0.9,1.5,1.3,1.8,1.5,14.2,1.42,0.3675746334,0.5219559794
"ARS,CRY,LEI",1.3,1.8,1.9,1.4,1.3,1.4,1.8,1.4,1.9,0.8,15,1.5,0.3496029494,0.5244044241
"ARS,AVL,CRY",1.4,1.5,1.5,1.4,1.4,1.4,2.5,1.4,1.5,1.4,15.4,1.54,0.3405877273,0.5245051001
"BHA,MCI,TOT",1.9,1.9,1.4,1.8,1.4,0.9,1.4,1.4,1.9,1.8,15.8,1.58,0.3326659987,0.5256122779
"CRY,FUL,LIV",1.3,2,1.5,1.8,1.4,1,1,1.4,2,1.4,14.8,1.48,0.3583914682,0.5304193729
"CHE,LEE,LEI",1.3,0.8,1.3,0.8,1.3,1.8,1.8,1.3,1.8,0.8,13,1.3,0.4082482905,0.5307227776
"CHE,SHU,WOL",1.8,1.8,1.3,0.8,0.8,1.3,0.8,1.3,1.8,1.3,13,1.3,0.4082482905,0.5307227776
"MUN,SHU,SOU",1.4,0.8,1.3,0.9,0.8,1.9,1.9,1.4,0.8,1.3,12.5,1.25,0.4249182928,0.531147866
"SHU,WHU,WOL",1.5,1.8,1.3,0.8,0.8,1.3,0.8,1,2,1.3,12.6,1.26,0.4221637386,0.5319263107
"CRY,FUL,SOU",1.4,2,1.5,0.9,1.4,1,1,1.4,2,1.4,14,1.4,0.380058475,0.532081865
"BUR,FUL,WHU",1.5,2,1.5,1.9,1.4,1,1,1,0.9,1.5,13.7,1.37,0.3888730155,0.5327560313
"BHA,EVE,WOL",1.8,1,1.5,0.8,1.4,0.9,0.8,1.9,1.5,1.5,13.1,1.31,0.4067486256,0.5328406996
"CHE,CRY,FUL",1.8,2,1.3,0.8,1.4,1,1,1.3,1.8,1.4,13.8,1.38,0.391010088,0.5395939214
"FUL,NEW,SOU",1.4,1.5,1.5,0.9,2,1,1,1.4,2,1.5,14.2,1.42,0.382390144,0.5429940045
"ARS,LEE,WBA",1.4,0.8,1.8,1.4,2,1.8,1.5,1.3,1.9,1.5,15.4,1.54,0.3533962208,0.5442301801
"BHA,CHE,NEW",1.8,1.5,1.3,0.8,1.4,0.9,2,1.3,1.8,1.5,14.3,1.43,0.3831158804,0.5478557089
"AVL,BUR,LEI",1.3,1.5,1.5,1.9,1.3,1.5,1.8,1.9,0.9,0.8,14.4,1.44,0.3806427313,0.5481255331
"ARS,FUL,WBA",1.4,2,1.5,1.4,2,1,1,1.4,1.9,1.5,15.1,1.51,0.363470922,0.5488410922
"CHE,FUL,NEW",1.8,1.5,1.3,0.8,2,1,1,1.3,1.8,1.5,14,1.4,0.3944053189,0.5521674464
"CRY,NEW,WHU",1.5,1.5,1.9,2,1.4,1.4,2,1,2,1.4,16.1,1.61,0.3446415207,0.5548728483
"CHE,LEI,WBA",1.3,1.8,1.3,0.8,1.3,2,1.5,1.3,1.8,0.8,13.9,1.39,0.401248053,0.5577347936
"BHA,SHU,SOU",1.4,1.8,1.3,0.9,0.8,0.9,1.9,1.4,1.9,1.3,13.6,1.36,0.4115013163,0.5596417902
"BUR,SHU,SOU",1.4,1.8,1.3,0.9,0.8,1.9,1.9,1.4,0.9,1.3,13.6,1.36,0.4115013163,0.5596417902
"AVL,CRY,MCI",2.5,1.5,1.5,1.8,1.4,1.4,1.8,1.4,1.5,1.4,16.2,1.62,0.3457680661,0.5601442671
"AVL,CRY,LIV",1.3,1.5,1.5,1.8,1.4,1.3,2.5,1.4,1.5,1.4,15.6,1.56,0.3596294389,0.5610219247
"BUR,SHU,WOL",1.8,1.8,1.3,0.8,0.8,1.3,0.8,1.9,0.9,1.3,12.7,1.27,0.4423422506,0.5617746583
"BUR,FUL,LEI",1.3,1.8,1.5,1.9,1.3,1,1,1.9,0.9,0.8,13.4,1.34,0.4195235393,0.5621615426
"AVL,CHE,CRY",1.8,1.5,1.3,0.8,1.4,1.4,2.3,1.3,1.5,1.4,14.7,1.47,0.3831158804,0.5631803441
"ARS,EVE,LIV",1.3,1,1.5,1.4,2.3,1.3,2,1.4,1.5,1.5,15.2,1.52,0.3705851229,0.5632893868
"LEI,MUN,SOU",1.3,0.8,1.8,0.9,1.3,1.9,1.8,1.4,0.8,0.8,12.8,1.28,0.4442221666,0.5686043733
"ARS,MUN,WBA",1.4,0.8,1.8,1.4,1.8,2,1.5,1.4,0.8,1.5,14.4,1.44,0.3949683532,0.5687544286
"ARS,CRY,TOT",1.4,2.5,1.4,1.4,1.4,1.4,1.4,1.4,1.9,1.4,15.6,1.56,0.365756446,0.5705800557
"CRY,EVE,WBA",2.5,1,1.5,1.5,1.4,1.4,1.5,1.4,1.5,1.4,15.1,1.51,0.3784471195,0.5714551504
"CHE,NEW,WBA",1.8,1.5,1.3,0.8,2,2,1.5,1.3,1.8,1.5,15.5,1.55,0.3689323937,0.5718452102
"CHE,LEI,SOU",1.3,1.8,1.3,0.8,1.3,1.9,1.8,1.3,1.8,0.8,14.1,1.41,0.4067486256,0.5735155621
"MUN,SOU,WBA",1.4,0.8,1.8,0.9,1.8,1.9,1.5,1.4,0.8,1.5,13.8,1.38,0.4157990968,0.5738027536
"ARS,LEE,LEI",1.3,0.8,1.8,1.4,1.3,1.8,1.8,1.3,1.9,0.8,14.2,1.42,0.4049691346,0.5750561712
"CRY,NEW,TOT",1.9,1.5,1.4,2,1.4,1.4,1.4,1.4,2.4,1.4,16.2,1.62,0.3552776692,0.5755498241
"BUR,CRY,LEI",1.3,1.8,1.9,1.9,1.3,1.4,1.8,1.4,0.9,0.8,14.5,1.45,0.3979112129,0.5769712587
"ARS,FUL,MCI",1.4,2,1.5,1.4,2,1,1,1.4,1.9,1.8,15.4,1.54,0.3747591819,0.5771291402
"AVL,MCI,TOT",1.9,1.5,1.4,1.8,2.5,1.5,1.4,1.4,1.5,1.8,16.7,1.67,0.3465704995,0.5787727341
"CHE,EVE,WBA",1.8,1,1.3,0.8,2,2,1.5,1.3,1.5,1.5,14.7,1.47,0.3945461528,0.5799828446
"ARS,FUL,LIV",1.3,2,1.5,1.4,2,1,1,1.4,1.9,1.8,15.3,1.53,0.3802046233,0.5817130736
"EVE,LEI,TOT",1.3,1,1.4,1.5,1.3,2.4,1.4,1.4,1.5,0.8,14,1.4,0.4163331999,0.5828664799
"ARS,FUL,WHU",1.4,2,1.5,1.4,2,1,1,1,1.9,1.5,14.7,1.47,0.3973523485,0.5841079524
"BHA,FUL,LIV",1.3,1.9,1.5,1.8,1.4,0.9,1,1.9,1.9,1.8,15.4,1.54,0.3806427313,0.5861898062
"AVL,LIV,SOU",1.3,1.5,1.5,0.9,2.3,1.3,1.9,1.4,1.5,1.8,15.4,1.54,0.383550663,0.5906680211
"BHA,CRY,SOU",1.4,1.9,1.9,0.9,1.4,0.9,1.9,1.4,1.9,1.4,15,1.5,0.3944053189,0.5916079783
"EVE,LIV,SOU",1.3,1,1.5,0.9,2.3,1.3,1.9,1.4,1.5,1.5,14.6,1.46,0.4060651289,0.5928550882
"BUR,FUL,LIV",1.3,2,1.5,1.8,1.4,1,1,1.9,0.9,1.8,14.6,1.46,0.4060651289,0.5928550882
"EVE,MUN,SOU",1.4,0.8,1.5,0.9,1.8,1.9,1.9,1.4,0.8,1.5,13.9,1.39,0.4280446498,0.5949820632
"BHA,CHE,MCI",1.8,1.9,1.3,0.8,1.4,0.9,1.8,1.3,1.8,1.8,14.8,1.48,0.4022160834,0.5952798035
"CHE,SHU,SOU",1.4,1.8,1.3,0.8,0.8,1.9,1.9,1.3,1.8,1.3,14.3,1.43,0.4164666186,0.5955472647
"ARS,SHU,SOU",1.4,1.8,1.3,0.9,0.8,1.9,1.9,1.4,1.9,1.3,14.6,1.46,0.4087922591,0.5968366983
"BUR,LEE,LEI",1.3,0.8,1.8,1.9,1.3,1.8,1.8,1.3,0.9,0.8,13.7,1.37,0.437289632,0.5990867958
"CRY,EVE,MCI",2.5,1,1.5,1.5,1.4,1.4,1.8,1.4,1.5,1.4,15.4,1.54,0.3893013686,0.5995241076
"ARS,CRY,WBA",1.4,2.5,1.9,1.4,1.4,1.4,1.5,1.4,1.9,1.4,16.2,1.62,0.3705851229,0.6003478991
"EVE,LIV,WHU",1.3,1,1.5,1.5,2.3,1.3,2,1,1.5,1.5,14.9,1.49,0.4040077007,0.601971474
"AVL,NEW,TOT",1.9,1.5,1.4,2,2.5,1.5,1.4,1.4,1.5,1.5,16.6,1.66,0.3627058802,0.6020917612
"LIV,MUN,SOU",1.3,0.8,1.8,0.9,1.8,1.3,1.9,1.4,0.8,1.8,13.8,1.38,0.4366539438,0.6025824425
"CHE,SHU,WBA",1.8,1.8,1.3,0.8,0.8,2,1.5,1.3,1.8,1.3,14.4,1.44,0.4195235393,0.6041138965
"CRY,LIV,NEW",1.3,1.5,1.9,1.8,1.4,1.3,2,1.4,2.4,1.4,16.4,1.64,0.3687817783,0.6048021164
"CHE,MUN,WBA",1.8,0.8,1.3,0.8,1.8,2,1.5,1.3,0.8,1.5,13.6,1.36,0.4452215429,0.6055012983
"CHE,LEE,WBA",1.8,0.8,1.3,0.8,2,1.8,1.5,1.3,1.8,1.5,14.6,1.46,0.4168666187,0.6086252633
"LEE,WHU,WOL",1.5,0.8,1.8,0.8,1.8,1.3,0.8,1,2,1.5,13.3,1.33,0.4595891885,0.6112536208
"EVE,LEE,LIV",1.3,0.8,1.5,1.5,2.3,1.3,2,1.3,1.5,1.5,15,1.5,0.4082482905,0.6123724357
"FUL,NEW,WHU",1.5,1.5,1.5,2,2,1,1,1,2,1.5,15,1.5,0.4082482905,0.6123724357
"ARS,AVL,SHU",1.4,1.5,1.3,1.4,0.8,1.5,2.5,1.4,1.5,1.3,14.6,1.46,0.4195235393,0.6125043673
"AVL,LEI,TOT",1.3,1.5,1.4,2.5,1.3,1.5,1.4,1.4,1.5,0.8,14.6,1.46,0.4195235393,0.6125043673
"CHE,FUL,WHU",1.5,2,1.3,0.8,2,1,1,1,1.8,1.5,13.9,1.39,0.4408325457,0.6127572385
"ARS,CRY,MCI",1.4,2.5,1.9,1.4,1.4,1.4,1.8,1.4,1.9,1.4,16.5,1.65,0.3719318934,0.6136876241
"FUL,NEW,TOT",1.9,1.5,1.4,2,2,1,1,1.4,2,1.5,15.7,1.57,0.3917198545,0.6150001716
"AVL,EVE,TOT",1.9,1,1.4,1.5,2.5,1.5,1.4,1.4,1.5,1.5,15.6,1.56,0.3949683532,0.6161506309
"LEI,MUN,WOL",1.3,0.8,1.8,0.8,1.3,1.3,0.8,2.3,0.8,0.8,12,1.2,0.5163977795,0.6196773354
"MUN,SHU,WOL",1.8,0.8,1.3,0.8,0.8,1.3,0.8,2.3,0.8,1.3,12,1.2,0.5163977795,0.6196773354
"CRY,EVE,FUL",2.5,1,1.5,1.5,1.4,1,1,1.4,1.5,1.4,14.2,1.42,0.4366539438,0.6200486002
"AVL,CHE,SHU",1.8,1.5,1.3,0.8,0.8,1.5,2.3,1.3,1.5,1.3,14.1,1.41,0.4408325457,0.6215738894
"FUL,SOU,WBA",1.4,2,1.5,0.9,2,1,1,1.4,2,1.5,14.7,1.47,0.4243949942,0.6238606415
"CRY,FUL,WOL",1.8,2,1.5,0.8,1.4,1,0.8,1.4,2,1.4,14.1,1.41,0.4433458645,0.6251176689
"AVL,CRY,NEW",2.5,1.5,1.5,2,1.4,1.4,2,1.4,1.5,1.4,16.6,1.66,0.3777124126,0.627002605
"BUR,EVE,TOT",1.9,1,1.4,1.5,1.4,2.4,1.4,1.4,0.9,1.5,14.8,1.48,0.4237399622,0.627135144
"FUL,LIV,TOT",1.3,2,1.4,1.8,2,1,1,1.4,2,1.8,15.7,1.57,0.4001388648,0.6282180177
"CHE,EVE,LIV",1.3,1,1.3,0.8,2.3,1.3,2,1.3,1.5,1.5,14.3,1.43,0.4398231968,0.6289471714
"CHE,FUL,LIV",1.3,2,1.3,0.8,2,1,1,1.3,1.8,1.8,14.3,1.43,0.4398231968,0.6289471714
"CHE,CRY,MUN",1.8,0.8,1.3,0.8,1.4,1.4,2.3,1.3,0.8,1.4,13.3,1.33,0.4738729319,0.6302509994
"MUN,NEW,SOU",1.4,0.8,1.8,0.9,1.8,1.9,1.9,1.4,0.8,1.5,14.2,1.42,0.4467164151,0.6343373095
"CHE,FUL,WBA",1.8,2,1.3,0.8,2,1,1,1.3,1.8,1.5,14.5,1.45,0.4377975179,0.6348064009
"FUL,LEE,LIV",1.3,0.8,1.5,1.8,2,1,1,1.3,2,1.8,14.5,1.45,0.4377975179,0.6348064009
"BUR,NEW,TOT",1.9,1.5,1.4,1.9,1.4,2.4,1.4,1.4,0.9,1.5,15.7,1.57,0.405654478,0.6368775305
